#separator:Comma
#html:true
#notetype:Basic
#guid column:1
#deck column:2
#tags column:6
guid,deck,front,back,source,tags
3cbfeb804dfea75a,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_fraction()</code>: pegadinha «Classic: esqueceu o <code>le</code> no <code>by</code>». O que acontece / por quê?,"→ vazio.<div class=""extra"">Cola completa: <b>Classic: esqueceu o <code>le</code> no <code>by</code></b> → vazio.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_fraction/,domain::promql origin::lesson lesson::histogram_fraction kind::pegadinha
87114d336600c220,PCA::03 PromQL::Lições PromQL,<code>histogram_fraction()</code> · <b>Janela sem observações</b> → ?,"<code>NaN</code>.<div class=""extra"">Cola completa: <b>Janela sem observações</b> → <code>NaN</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_fraction/,domain::promql origin::lesson lesson::histogram_fraction kind::pegadinha
5643c9942ca1c68a,PCA::03 PromQL::Lições PromQL,<code>histogram_quantile()</code> · Classic: ?,"<code>histogram_quantile(φ, sum by (&lt;labels&gt;, le) (rate(x_bucket[5m])))</code>. Native: <code>histogram_quantile(φ, sum by (&lt;labels&gt;) (rate(x[5m])))</code>.<div class=""extra"">Cola completa: Classic: <code>histogram_quantile(φ, sum by (&lt;labels&gt;, le) (rate(x_bucket[5m])))</code>. Native: <code>histogram_quantile(φ, sum by (&lt;labels&gt;) (rate(x[5m])))</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/,domain::promql origin::lesson lesson::histogram_quantile kind::cola
95d42bbdcc904170,PCA::03 PromQL::Lições PromQL,"<code>histogram_quantile()</code> · φ entre 0 e 1. Resultado é <span class=""cloze"">[…]</span> (linear no classic, exponencial no native).","<code>histogram_quantile()</code> · φ entre 0 e 1. Resultado é <span class=""cloze-a"">estimativa</span> (linear no classic, exponencial no native).",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/,domain::promql origin::lesson lesson::histogram_quantile kind::cola
84e58f7065705b5f,PCA::03 PromQL::Lições PromQL,"<code>histogram_quantile()</code> · Agregue <span class=""cloze"">[…]</span>, nunca quantis. Summary não agrega; histogram agrega.","<code>histogram_quantile()</code> · Agregue <span class=""cloze-a"">buckets</span>, nunca quantis. Summary não agrega; histogram agrega.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/,domain::promql origin::lesson lesson::histogram_quantile kind::cola
b909dd4b49724a25,PCA::03 PromQL::Lições PromQL,<code>histogram_quantile()</code> · Quantil no bucket <code>+Inf</code> → ?,"devolve o maior limite finito. Coloque buckets perto do SLO.<div class=""extra"">Cola completa: Quantil no bucket <code>+Inf</code> → devolve o maior limite finito. Coloque buckets perto do SLO.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/,domain::promql origin::lesson lesson::histogram_quantile kind::cola
8f29c2c5cb1648bb,PCA::03 PromQL::Lições PromQL,<code>histogram_quantile()</code> · Sem observações → ?,"<code>NaN</code>. Sem <code>rate</code> → ""desde sempre"".<div class=""extra"">Cola completa: Sem observações → <code>NaN</code>. Sem <code>rate</code> → ""desde sempre"".</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/,domain::promql origin::lesson lesson::histogram_quantile kind::cola
55574e338242fa35,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantile()</code>: pegadinha «Esquecer o <code>le</code> no <code>by</code>». O que acontece / por quê?,"<b>Esquecer o <code>le</code> no <code>by</code></b> (classic): <code>sum by (job) (rate(x_bucket[5m]))</code> → resultado vazio. Tem que ser <code>sum by (job, le)</code>.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/,domain::promql origin::lesson lesson::histogram_quantile kind::pegadinha
648c1bb09ebdf8b2,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantile()</code>: pegadinha «Colocar <code>le</code> com native». O que acontece / por quê?,"native não tem <code>le</code>; use <code>sum by (job) (rate(x[5m]))</code>.<div class=""extra"">Cola completa: <b>Colocar <code>le</code> com native</b>: native não tem <code>le</code>; use <code>sum by (job) (rate(x[5m]))</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/,domain::promql origin::lesson lesson::histogram_quantile kind::pegadinha
f282dec6c277ca21,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantile()</code>: pegadinha «Sem <code>rate()</code>». O que acontece / por quê?,"vira o quantil ""desde sempre"".<div class=""extra"">Cola completa: <b>Sem <code>rate()</code></b>: vira o quantil ""desde sempre"".</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/,domain::promql origin::lesson lesson::histogram_quantile kind::pegadinha
7c929234f84e4c39,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantile()</code>: pegadinha «Média de quantis». O que acontece / por quê?,"matematicamente errado.<div class=""extra"">Cola completa: <b>Média de quantis</b>: matematicamente errado.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/,domain::promql origin::lesson lesson::histogram_quantile kind::pegadinha
ca605adcd6e28a77,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantile()</code>: pegadinha «Quantil no bucket <code>+Inf</code>». O que acontece / por quê?,"<b>Quantil no bucket <code>+Inf</code></b> (classic): a função devolve o <b>limite do penúltimo bucket</b> (ex.: <code>5</code>). Se o seu p99 fica ""grudado"" num número redondo, seus buckets são curtos demais.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/,domain::promql origin::lesson lesson::histogram_quantile kind::pegadinha
fbce170b72bcd53f,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantile()</code>: pegadinha «Resultado é estimativa». O que acontece / por quê?,"classic interpola <b>linearmente</b>; native interpola <b>exponencialmente</b> (bem mais preciso). Nenhum dos dois é o valor exato.<div class=""extra"">Cola completa: <b>Resultado é estimativa</b>: classic interpola <b>linearmente</b>; native interpola <b>exponencialmente</b> (bem mais preciso). Nenhum dos dois é o valor exato.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/,domain::promql origin::lesson lesson::histogram_quantile kind::pegadinha
7479fe434f3099f4,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantile()</code>: pegadinha «Sem observações na janela». O que acontece / por quê?,"→ <code>NaN</code> (ex.: rota sem tráfego). No Grafana aparece como buraco.<div class=""extra"">Cola completa: <b>Sem observações na janela</b> → <code>NaN</code> (ex.: rota sem tráfego). No Grafana aparece como buraco.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/,domain::promql origin::lesson lesson::histogram_quantile kind::pegadinha
921d897e36222faa,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantile()</code>: pegadinha «φ fora de 0..1». O que acontece / por quê?,"<code>φ &lt; 0</code> → <code>-Inf</code>, <code>φ &gt; 1</code> → <code>+Inf</code>. Use <code>0.99</code>, não <code>99</code>!<div class=""extra"">Cola completa: <b>φ fora de 0..1</b>: <code>φ &lt; 0</code> → <code>-Inf</code>, <code>φ &gt; 1</code> → <code>+Inf</code>. Use <code>0.99</code>, não <code>99</code>!</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/,domain::promql origin::lesson lesson::histogram_quantile kind::pegadinha
7cbe4de2158e933d,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantile()</code>: pegadinha «Mensagem <code>input to histogram_quantile needed to be fixed for monotonicity</code>». O que acontece / por quê?,"buckets classic não cumulativos, geralmente por mistura de séries diferentes. Investigue a origem.<div class=""extra"">Cola completa: <b>Mensagem <code>input to histogram_quantile needed to be fixed for monotonicity</code></b>: buckets classic não cumulativos, geralmente por mistura de séries diferentes. Investigue a origem.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/,domain::promql origin::lesson lesson::histogram_quantile kind::pegadinha
8850a8672143e175,PCA::03 PromQL::Lições PromQL,"<code>histogram_quantiles()</code> · <code>histogram_quantiles(v, ""label"", φ1, ..., φ10)</code>: ?","até 10 quantis, uma série por φ.<div class=""extra"">Cola completa: <code>histogram_quantiles(v, ""label"", φ1, ..., φ10)</code>: até 10 quantis, uma série por φ.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantiles/,domain::promql origin::lesson lesson::histogram_quantiles kind::cola
bfe64b8f97d4931b,PCA::03 PromQL::Lições PromQL,<code>histogram_quantiles()</code> · Experimental: ?,"precisa de <code>promql-experimental-functions</code>.<div class=""extra"">Cola completa: Experimental: precisa de <code>promql-experimental-functions</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantiles/,domain::promql origin::lesson lesson::histogram_quantiles kind::cola
97002811abc76b0c,PCA::03 PromQL::Lições PromQL,<code>histogram_quantiles()</code> · Mesmas regras do singular: ?,"<code>rate</code> dentro, <code>le</code> no <code>by</code> (classic), sem <code>le</code> (native).<div class=""extra"">Cola completa: Mesmas regras do singular: <code>rate</code> dentro, <code>le</code> no <code>by</code> (classic), sem <code>le</code> (native).</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantiles/,domain::promql origin::lesson lesson::histogram_quantiles kind::cola
07a11db61e410d74,PCA::03 PromQL::Lições PromQL,"<code>histogram_quantiles()</code> · Valor do label é texto (<span class=""cloze"">[…]</span>); não use um nome de label que já exista no resultado.","<code>histogram_quantiles()</code> · Valor do label é texto (<span class=""cloze-a""><code>""0.99""</code></span>); não use um nome de label que já exista no resultado.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantiles/,domain::promql origin::lesson lesson::histogram_quantiles kind::cola
8c4dc82b9f151c55,PCA::03 PromQL::Lições PromQL,"<code>histogram_quantiles()</code> · Olhe p50 <span class=""cloze"">[…]</span> p99: mediana = típico, p99 = cauda.","<code>histogram_quantiles()</code> · Olhe p50 <span class=""cloze-a"">e</span> p99: mediana = típico, p99 = cauda.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantiles/,domain::promql origin::lesson lesson::histogram_quantiles kind::cola
43ee6eb9339686b2,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantiles()</code>: pegadinha «É experimental». O que acontece / por quê?,"pode mudar de nome/comportamento em versões futuras. Em alertas críticos, prefira <code>histogram_quantile()</code>.<div class=""extra"">Cola completa: <b>É experimental</b>: pode mudar de nome/comportamento em versões futuras. Em alertas críticos, prefira <code>histogram_quantile()</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantiles/,domain::promql origin::lesson lesson::histogram_quantiles kind::pegadinha
75d1328e6bf5cd12,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantiles()</code>: pegadinha «Máximo de 10 quantis». O que acontece / por quê?,"por chamada.<div class=""extra"">Cola completa: <b>Máximo de 10 quantis</b> por chamada.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantiles/,domain::promql origin::lesson lesson::histogram_quantiles kind::pegadinha
ac12654b6d9a66b8,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantiles()</code>: pegadinha «O nome do label não pode colidir». O que acontece / por quê?,"com um label que já existe no resultado (ex.: não use <code>""service""</code> se você fez <code>sum by (service)</code>). Prefira <code>""quantile""</code> ou algo único como <code>""pct""</code>.<div class=""extra"">Cola completa: <b>O nome do label não pode colidir</b> com um label que já existe no resultado (ex.: não use <code>""service""</code> se você fez <code>sum by (service)</code>). Prefira <code>""quantile""</code> ou algo único como <code>""pct""</code>.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantiles/,domain::promql origin::lesson lesson::histogram_quantiles kind::pegadinha
4f7479282e622cac,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantiles()</code>: pegadinha «O valor do label é texto». O que acontece / por quê?,"<code>quantile=""0.5""</code>, não <code>""0.50""</code>. Filtre depois com <code>{quantile=""0.99""}</code> exatamente como aparece.<div class=""extra"">Cola completa: <b>O valor do label é texto</b>: <code>quantile=""0.5""</code>, não <code>""0.50""</code>. Filtre depois com <code>{quantile=""0.99""}</code> exatamente como aparece.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantiles/,domain::promql origin::lesson lesson::histogram_quantiles kind::pegadinha
214877c8dce8a8f2,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantiles()</code>: pegadinha «Classic: <code>le</code> no <code>by</code>». O que acontece / por quê?,"<b>Classic: <code>le</code> no <code>by</code></b>, native: <b>sem</b> <code>le</code>. Mesma regra do <code>histogram_quantile()</code>.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantiles/,domain::promql origin::lesson lesson::histogram_quantiles kind::pegadinha
e93e77e7c98f5376,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_quantiles()</code>: pegadinha «Sem <code>rate()</code>». O que acontece / por quê?,"= quantis ""desde que o processo subiu"".<div class=""extra"">Cola completa: <b>Sem <code>rate()</code></b> = quantis ""desde que o processo subiu"".</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantiles/,domain::promql origin::lesson lesson::histogram_quantiles kind::pegadinha
0f869a3442f87bbc,PCA::03 PromQL::Lições PromQL,"<code>histogram_quantiles()</code> · Todas as pegadinhas de interpolação de <a href=""https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/""><span class=""cloze"">[…]</span></a> valem aqui também.","<code>histogram_quantiles()</code> · Todas as pegadinhas de interpolação de <a href=""https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantile/""><span class=""cloze-a""><code>histogram_quantile()</code></span></a> valem aqui também.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_quantiles/,domain::promql origin::lesson lesson::histogram_quantiles kind::pegadinha
6d4b16ed5da50d0e,PCA::03 PromQL::Lições PromQL,<code>histogram_stddev()</code> · <code>histogram_stddev(rate(x[5m]))</code> → ?,"σ estimado das observações (só <b>native</b>; floats → vazio).<div class=""extra"">Cola completa: <code>histogram_stddev(rate(x[5m]))</code> → σ estimado das observações (só <b>native</b>; floats → vazio).</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stddev/,domain::promql origin::lesson lesson::histogram_stddev kind::cola
d4496afb1d7d4ce1,PCA::03 PromQL::Lições PromQL,<code>histogram_stddev()</code> · Estimativa: ?,"cada observação = meio do seu bucket (geométrico nos exponenciais).<div class=""extra"">Cola completa: Estimativa: cada observação = meio do seu bucket (geométrico nos exponenciais).</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stddev/,domain::promql origin::lesson lesson::histogram_stddev kind::cola
7734652b48abf45f,PCA::03 PromQL::Lições PromQL,<code>histogram_stddev()</code> · Mesma média ≠ mesmo comportamento. CV = ?,"σ / média.<div class=""extra"">Cola completa: Mesma média ≠ mesmo comportamento. CV = σ / média.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stddev/,domain::promql origin::lesson lesson::histogram_stddev kind::cola
05d0d99af2ddb537,PCA::03 PromQL::Lições PromQL,<code>histogram_stddev()</code> · Latência é assimétrica: ?,"média ± 2σ pode dar negativo. Para limites use quantis.<div class=""extra"">Cola completa: Latência é assimétrica: média ± 2σ pode dar negativo. Para limites use quantis.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stddev/,domain::promql origin::lesson lesson::histogram_stddev kind::cola
64e58b5d49cd5afa,PCA::03 PromQL::Lições PromQL,"<code>histogram_stddev()</code> · <code>stddev()</code> (entre séries) · <span class=""cloze"">[…]</span> (no tempo) · <code>histogram_stddev()</code> (dentro do histograma).","<code>histogram_stddev()</code> · <code>stddev()</code> (entre séries) · <span class=""cloze-a""><code>stddev_over_time()</code></span> (no tempo) · <code>histogram_stddev()</code> (dentro do histograma).",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stddev/,domain::promql origin::lesson lesson::histogram_stddev kind::cola
9e00245302ee0193,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_stddev()</code>: pegadinha «É estimativa». O que acontece / por quê?,"todas as observações de um bucket são tratadas como se valessem o meio dele. Com native (buckets de ~9%) o erro é pequeno; no <code>stable</code> o valor sai ≈ 10.3ms em vez de 10.0ms.<div class=""extra"">Cola completa: <b>É estimativa</b>: todas as observações de um bucket são tratadas como se valessem o meio dele. Com native (buckets de ~9%) o erro é pequeno; no <code>stable</code> o valor sai ≈ 10.3ms em vez de 10.0ms.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stddev/,domain::promql origin::lesson lesson::histogram_stddev kind::pegadinha
141194afb9ea4264,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_stddev()</code>: pegadinha «Só native». O que acontece / por quê?,"em floats → vazio, sem erro.<div class=""extra"">Cola completa: <b>Só native</b>: em floats → vazio, sem erro.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stddev/,domain::promql origin::lesson lesson::histogram_stddev kind::pegadinha
f40f2a13d23df566,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_stddev()</code>: pegadinha «Média ± kσ em dados assimétricos». O que acontece / por quê?,"gera limites absurdos.<div class=""extra"">Cola completa: <b>Média ± kσ em dados assimétricos</b> gera limites absurdos.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stddev/,domain::promql origin::lesson lesson::histogram_stddev kind::pegadinha
7700dcd16abf0d15,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_stddev()</code>: pegadinha «Sem <code>rate()</code>». O que acontece / por quê?,"= desvio de tudo desde o start do processo.<div class=""extra"">Cola completa: <b>Sem <code>rate()</code></b> = desvio de tudo desde o start do processo.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stddev/,domain::promql origin::lesson lesson::histogram_stddev kind::pegadinha
c7519a8999bd34f9,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_stddev()</code>: pegadinha «Agregação». O que acontece / por quê?,"<code>histogram_stddev(sum(rate(x[1m])))</code> é o desvio do <b>conjunto</b> de observações (misturando serviços, o desvio cresce se as médias forem diferentes). <code>avg(histogram_stddev(...))</code> é outra coisa.<div class=""extra"">Cola completa: <b>Agregação</b>: <code>histogram_stddev(sum(rate(x[1m])))</code> é o desvio do <b>conjunto</b> de observações (misturando serviços, o desvio cresce se as médias forem diferentes). <code>avg(histogram_stddev(...))</code> é outra coisa.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stddev/,domain::promql origin::lesson lesson::histogram_stddev kind::pegadinha
34cfad290ae13982,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_stddev()</code>: pegadinha «Não confunda». O que acontece / por quê?,"com <a href=""https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/stddev/""><code>stddev()</code></a> (entre séries) e <a href=""https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/stddev_over_time/""><code>stddev_over_time()</code></a> (ao longo do tempo de uma série float).<div class=""extra"">Cola completa: <b>Não confunda</b> com <a href=""https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/stddev/""><code>stddev()</code></a> (entre séries) e <a href=""https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/stddev_over_time/""><code>stddev_over_time()</code></a> (ao longo do tempo de uma série float).</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stddev/,domain::promql origin::lesson lesson::histogram_stddev kind::pegadinha
1c1cd3295b87aef4,PCA::03 PromQL::Lições PromQL,"<code>histogram_stdvar()</code> · <code>histogram_stdvar(rate(x[5m]))</code> = variância estimada, unidade², só <span class=""cloze"">[…]</span>.","<code>histogram_stdvar()</code> · <code>histogram_stdvar(rate(x[5m]))</code> = variância estimada, unidade², só <span class=""cloze-a"">native</span>.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stdvar/,domain::promql origin::lesson lesson::histogram_stdvar kind::cola
611b4453ba443d51,PCA::03 PromQL::Lições PromQL,<code>histogram_stdvar()</code> · Complete: <code>sqrt(histogram_stdvar(x)) == histogram_stddev(x)</code>. …,<code>sqrt(histogram_stdvar(x)) == histogram_stddev(x)</code>.,https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stdvar/,domain::promql origin::lesson lesson::histogram_stdvar kind::cola
726f7399d6f8c677,PCA::03 PromQL::Lições PromQL,<code>histogram_stdvar()</code> · Complete: Variância amplifica diferenças (quadrado); boa …,"Variância amplifica diferenças (quadrado); boa para detecção/estatística, ruim para leitura humana.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stdvar/,domain::promql origin::lesson lesson::histogram_stdvar kind::cola
aed5973231c7fd12,PCA::03 PromQL::Lições PromQL,<code>histogram_stdvar()</code> · Complete: Variâncias de partes independentes …,Variâncias de partes independentes se somam; desvios não.,https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stdvar/,domain::promql origin::lesson lesson::histogram_stdvar kind::cola
3c6894a7819c798e,PCA::03 PromQL::Lições PromQL,"<code>histogram_stdvar()</code> · <code>stdvar()</code> (entre séries) · <span class=""cloze"">[…]</span> (no tempo) · <code>histogram_stdvar()</code> (dentro do histograma).","<code>histogram_stdvar()</code> · <code>stdvar()</code> (entre séries) · <span class=""cloze-a""><code>stdvar_over_time()</code></span> (no tempo) · <code>histogram_stdvar()</code> (dentro do histograma).",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stdvar/,domain::promql origin::lesson lesson::histogram_stdvar kind::cola
958d1829f2cabe7d,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_stdvar()</code>: pegadinha «Unidade ao quadrado». O que acontece / por quê?,"0.108 <b>s²</b> não é ""108ms"". Tire a raiz antes de comparar com latências.<div class=""extra"">Cola completa: <b>Unidade ao quadrado</b>: 0.108 <b>s²</b> não é ""108ms"". Tire a raiz antes de comparar com latências.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stdvar/,domain::promql origin::lesson lesson::histogram_stdvar kind::pegadinha
7c87951e3ec4c18f,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_stdvar()</code>: pegadinha «Escala esmagada». O que acontece / por quê?,"valores pequenos somem no gráfico; considere escala log no Grafana ou use stddev.<div class=""extra"">Cola completa: <b>Escala esmagada</b>: valores pequenos somem no gráfico; considere escala log no Grafana ou use stddev.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stdvar/,domain::promql origin::lesson lesson::histogram_stdvar kind::pegadinha
43703dca75c3794c,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_stdvar()</code>: pegadinha «É estimativa». O que acontece / por quê?,"<b>É estimativa</b> (valores no meio do bucket), igual ao stddev.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stdvar/,domain::promql origin::lesson lesson::histogram_stdvar kind::pegadinha
01ba5cc1ddb4bbc4,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_stdvar()</code>: pegadinha «Só native». O que acontece / por quê?,"em floats → vazio, sem erro.<div class=""extra"">Cola completa: <b>Só native</b>: em floats → vazio, sem erro.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stdvar/,domain::promql origin::lesson lesson::histogram_stdvar kind::pegadinha
275851b20b433e6f,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_stdvar()</code>: pegadinha «Sem <code>rate()</code>». O que acontece / por quê?,"= variância desde o start do processo.<div class=""extra"">Cola completa: <b>Sem <code>rate()</code></b> = variância desde o start do processo.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stdvar/,domain::promql origin::lesson lesson::histogram_stdvar kind::pegadinha
5a560f6e296ad85e,PCA::03 PromQL::Lições PromQL,⚠️ <code>histogram_stdvar()</code>: pegadinha «Variância do conjunto ≠ média das variâncias». O que acontece / por quê?,"quando as médias ou os tráfegos diferem.<div class=""extra"">Cola completa: <b>Variância do conjunto ≠ média das variâncias</b> quando as médias ou os tráfegos diferem.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_stdvar/,domain::promql origin::lesson lesson::histogram_stdvar kind::pegadinha
4f8b7e95444e830f,PCA::03 PromQL::Lições PromQL,<code>histogram_sum()</code> · <code>histogram_sum(rate(x[5m]))</code> (native) = ?,"<code>rate(x_sum[5m])</code> (classic) = unidade/s.<div class=""extra"">Cola completa: <code>histogram_sum(rate(x[5m]))</code> (native) = <code>rate(x_sum[5m])</code> (classic) = unidade/s.</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_sum/,domain::promql origin::lesson lesson::histogram_sum kind::cola
fb8d5e44b3ee837e,PCA::03 PromQL::Lições PromQL,<code>histogram_sum()</code> · Bytes → ?,"throughput. Durações → concorrência média (Lei de Little).<div class=""extra"">Cola completa: Bytes → throughput. Durações → concorrência média (Lei de Little).</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_sum/,domain::promql origin::lesson lesson::histogram_sum kind::cola
d62046438f3a1950,PCA::03 PromQL::Lições PromQL,<code>histogram_sum()</code> · Média = ?,"sum ÷ count (= <code>histogram_avg</code>).<div class=""extra"">Cola completa: Média = sum ÷ count (= <code>histogram_avg</code>).</div>",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_sum/,domain::promql origin::lesson lesson::histogram_sum kind::cola
cda650123b5cd531,PCA::03 PromQL::Lições PromQL,"<code>histogram_sum()</code> · <code>sum()</code> ≠ <code>histogram_sum()</code> ≠ <span class=""cloze"">[…]</span>.","<code>histogram_sum()</code> · <code>sum()</code> ≠ <code>histogram_sum()</code> ≠ <span class=""cloze-a""><code>sum_over_time()</code></span>.",https://github.com/apolzek/tryharding-certifications/tree/main/PCA/promql-functions-lab/functions/histogram_sum/,domain::promql origin::lesson lesson::histogram_sum kind::cola
